index,tweet,sentimen
13436,"['menaruh', 'perhatian', 'serius', 'terkait', 'kekerasan', 'seksual', 'keren', 'perjuangannya', 'apresiasi', 'terimakasih', 'bu', 'disahkan']",Positif
13437,"['perjalanan', 'pengesahan', 'kerap', 'menemui', 'likaliku', 'resmi', 'sahkan', 'disahkan']",Positif
13438,"['pengkajian', 'pembahasan', 'pdp', 'diperpanjang', 'disahkan']",Positif
13439,"['rapat', 'paripurna', 'didahului', 'pelantikan', 'pengganti', 'antarwaktu', 'paw', 'anggota', 'anggota', 'mpr', 'sisa', 'jabatan', 'disahkan']",Negatif
13440,"['wihhh', 'mantul', 'disahkan']",Positif
13441,"['apresiasi', 'ribuan', 'disahkan']",Positif
13442,"['memasukkan', 'sembilan', 'jenis', 'kekerasan', 'seksual', 'dijerat', 'pidana', 'disahkan']",Positif
13443,"['pengesahan', 'salah', 'bentuk', 'undang', 'undang', 'salah', 'bentuk', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini', 'disahkan']",Positif
13444,"['disahkan', 'terharu', 'meneteskan', 'air', 'disahkan']",Positif
13445,"['rapat', 'paripurna', 'tonggak', 'bersejarah', 'salah', 'perjuangan', 'masyarakat', 'disahkan']",Positif
13446,"['ri', 'memimpin', 'rapat', 'paripurna', 'pengambilan', 'keputusan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'disahkan']",Positif
13447,"['sebagai', 'informasi', 'yak', 'miliki', 'momentum', 'mengsahkan', 'disahkan']",Positif
13448,"['menaruh', 'perhatian', 'serius', 'terkait', 'kekerasan', 'seksual', 'disahkan']",Negatif
13449,"['undang', 'undang', 'berperan', 'berpihak', 'membela', 'korban', 'menindaklanjuti', 'kekerasan', 'seksual', 'disahkan']",Positif
13450,"['mbak', 'konsisten', 'memperjuangkan', 'harkat', 'martabat', 'bangsa', 'pks', 'disahkan']",Positif
13451,"['diragukan', 'prioritaskan', 'semenjak', 'beliau', 'menko', 'pmk', 'disahkan']",Positif
13452,"['rapat', 'paripurna', 'dipimpin', 'menangis', 'mengesahkan', 'disahkan']",Netral
13453,"['perjalanan', 'pengesahan', 'kerap', 'menemui', 'likaliku', 'disahkan', 'disahkan']",Positif
13454,"['peserta', 'hadir', 'menyambut', 'pengesahan', 'tepuk', 'tangan', 'disahkan']",Positif
13455,"['rapat', 'paripurna', 'momen', 'bersejarah', 'ditunggutunggu', 'masyarakat', 'disahkan']",Positif
13456,"['tunggu', 'sekian', 'tunggu', 'disahkan']",Positif
13457,"['anisa', 'mursidawati', 'mendukung', 'penuh', 'mengapresiasi', 'sikap', 'isu', 'disahkan']",Positif
13458,"['dibawa', 'rapat', 'paripurna', 'disahkan', 'disahkan']",Positif
13459,"['dinilai', 'penuhi', 'harapan', 'kaum', 'perempuan', 'disahkan']",Positif
13460,"['pemerintah', 'berkomitmen', 'menuntaskan', 'pdp', 'sambung', 'mantan', 'menko', 'pmk', 'disahkan']",Negatif
13461,"['disahkan', 'semoga', 'hak', 'hak', 'kaum', 'perempuan', 'terlindungi']",Positif
13462,"['disahkan', 'berhasil', 'selamat']",Positif
13463,"['pemimpin', 'sidang', 'pengesahan', 'terharu', 'meneteskan', 'air', 'moment', 'sahkan', 'disahkan']",Positif
13464,"['usaha', 'terbaik', 'semoga', 'sukses', 'disahkan']",Positif
13465,"['dinilai', 'kaun', 'perempuan', 'pembela', 'perempuan', 'disahkan']",Positif
13466,"['mengesahkan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'rapat', 'paripurna', 'persidangan', 'iv', 'sidang', 'disahkan']",Positif
13467,"['memudahkan', 'wanita', 'payunh', 'hukum', 'korban', 'pelecehan', 'kekerasa', 'seksual', 'disahkan']",Netral
13468,"['bu', 'memperjuangkan', 'disahkan']",Positif
13469,"['pengesahan', 'hadiah', 'perempuan', 'indonesia', 'hadiah', 'rakyat', 'indonesia', 'kemajuan', 'bangsa', 'disahkan']",Positif
13470,"['disahkan', 'wajib', 'beliau', 'memperjuangkan']",Positif
13471,"['ri', 'memimpin', 'rapat', 'paripurna', 'pengambilan', 'keputusan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'disahkan']",Positif
13472,"['kabar', 'gembira', 'disahkan']",Positif
13473,"['momentum', 'mbak', 'mengetuk', 'palu', 'sidang', 'paripurna', 'pengesahan', 'kado', 'spesial', 'menjelang', 'peringatan', 'kartini', 'tanggal', 'april', 'nantikata', 'nury', 'disahkan']",Positif
13474,"['inisiatif', 'perjuangan', 'sia', 'disahkan', 'perempuan', 'dilindungi', 'ancaman', 'apapun']",Negatif
13475,"['pengesahan', 'undang', 'undang', 'bentuk', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini', 'salah', 'penerus', 'kartini', 'indonesia', 'disahkan']",Positif
13476,"['belasan', 'aktivis', 'perempuan', 'latar', 'mengeluarkan', 'aspirasinya', 'akademisi', 'influencer', 'pejuang', 'ham', 'pekerja', 'seni', 'mahasiswa', 'disahkan']",Positif
13477,"['beneran', 'allah', 'berita', 'bagus', 'disahkan']",Positif
13478,"['menjabat', 'menteri', 'koordinator', 'pembangunan', 'manusia', 'kebudayaan', 'menko', 'pmk', 'mendorong', 'menginisiasi', 'rancangan', 'undang', 'undang', 'disahkan']",Positif
13479,"['pmk', 'rencana', 'prioritas', 'mbak', 'semenjak', 'menjabat', 'pmk', 'disahkan']",Positif
13480,"['terima', 'kasih', 'mbak', 'kadonya', 'sungguh', 'indah', 'disahkan']",Positif
13481,"['dewan', 'mengambil', 'keputusan', 'perpanjangan', 'pembahasan', 'salah', 'satunya', 'pelindungan', 'data', 'pribadi', 'pdp', 'disahkan']",Netral
13482,"['semangat', 'perempuan', 'berjuang', 'perjuangkan', 'perlindungan', 'keamanan', 'perempuan', 'indonesia', 'kemajuan', 'bangsa', 'indonesia', 'disahkan']",Positif
13483,"['perempuan', 'hebat', 'berjiwa', 'pemimpin', 'luluh', 'berbaik', 'hati', 'lingkungan', 'masyarakat', 'disahkan']",Positif
13484,"['meneteskan', 'air', 'disahkan']",Positif
13485,"['syukur', 'sahkannn', 'disahkan']",Positif
13486,"['proses', 'disahkannya', 'undang', 'undang', 'pemimpin', 'sidang', 'terharu', 'meneteskan', 'air', 'disahkan']",Positif
13487,"['aktifis', 'perempuan', 'memiliki', 'momentum', 'mensahkan', 'disahkan']",Positif
13488,"['badan', 'legislasi', 'ri', 'menyetujui', 'tindak', 'pidana', 'kekerasan', 'seksual', 'rapat', 'pleno', 'pengambilan', 'keputusan', 'tingkat', 'dibawa', 'rapat', 'paripurna', 'disahkan', 'disahkan']",Positif
13489,"['lndonesia', 'berbangga', 'bikin', 'bangga', 'penyayang', 'disahkan']",Positif
13490,"['pengesahan', 'mengusap', 'air', 'matanya', 'forum', 'ucapkan', 'terimakasih', 'mbak', 'disahkan']",Positif
13491,"['menegakkan', 'keadilan', 'wanita', 'negara', 'disahkan']",Positif
13492,"['terima', 'kasih', 'menteri', 'pppa', 'menteri', 'sosial', 'menteri', 'negeri', 'menteri', 'hukum', 'ham', 'peran', 'samanya', 'pembahasan', 'disahkan']",Positif
13493,"['pasal', 'perbuatan', 'seksual', 'non', 'fisik', 'tubuh', 'seksual', 'disahkan']",Negatif
13494,"['hadiah', 'kaum', 'perempuan', 'jelang', 'kartini', 'april', 'disahkan']",Positif
13495,"['proses', 'disahkannya', 'undang', 'undang', 'pemimpin', 'sidang', 'terharu', 'semoga', 'dampak', 'positif', 'disahkan']",Positif
13496,"['memperjuangkan', 'penuh', 'hak', 'hak', 'perempuan', 'konsisten', 'membela', 'hak', 'perempuan', 'disahkan']",Positif
13497,"['depannya', 'bersepakat', 'implementasi', 'undang', 'undang', 'mitigasiperlindungan', 'perempuandan', 'anak', 'penanganannya', 'disahkan']",Positif
13498,"['berubah', 'sikap', 'perjuangkan', 'perlindungan', 'perempuan', 'disahkan']",Positif
13499,"['jenis', 'kekerasan', 'seksual', 'mengatur', 'hukuman', 'berbedabeda', 'disahkan']",Positif
13500,"['payung', 'hukum', 'keadilan', 'korban', 'efek', 'jera', 'pelaku', 'kekerasan', 'seksual', 'disahkan']",Positif
13501,"['disahkan', 'jugaaa', 'wahh', 'seneng', 'bgttttt']",Positif
13502,"['disahkan', 'terharu', 'meneteskan', 'air', 'semoga', 'dampak', 'positif', 'disahkan']",Positif
13503,"['peduli', 'terkait', 'perempuan', 'disahkan']",Positif
13504,"['proses', 'disahkannya', 'undang', 'undang', 'pemimpin', 'sidang', 'terharu', 'disahkan']",Positif
13505,"['forum', 'terima', 'kasih', 'penghargaan', 'setinggitingginya', 'menteri', 'pppa', 'disahkan']",Positif
13506,"['perjuangan', 'bu', 'disahkan', 'disahkan']",Positif
13507,"['pengamat', 'aktivitas', 'perempuan', 'menilai', 'memiliki', 'momentum', 'mengesahkan', 'disahkan']",Positif
13508,"['mengesahkan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'rapat', 'paripurna', 'persidangan', 'iv', 'sidang', 'gedung', 'disahkan']",Positif
13509,"['usaha', 'sia', 'sia', 'disahkan', 'disahkan']",Negatif
13510,"['full', 'senyum', 'terimakasih', 'berjuang', 'disahkan']",Positif
13511,"['pengkajian', 'pembahasan', 'pdp', 'diperpanjang', 'disahkan']",Positif
13512,"['kejelasan', 'payung', 'hukum', 'perlindungan', 'perempuan', 'rangka', 'pelaku', 'kekerasan', 'seksual', 'dituntut', 'hukum', 'disahkan']",Positif
13513,"['badan', 'legislasi', 'ri', 'menyetujui', 'tindak', 'pidana', 'kekerasan', 'seksual', 'rapat', 'pleno', 'pengambilan', 'keputusan', 'tingkat', 'disahkan']",Positif
13514,"['undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'hasil', 'kekerasan', 'seksual', 'hukum', 'tutup', 'telinga', 'disahkan']",Positif
13515,"['menjabat', 'menko', 'pmk', 'memprioritaskan', 'disahkan']",Positif
13516,"['miliki', 'momentum', 'mengsahkan', 'disahkan']",Positif
13517,"['dibawa', 'rapat', 'paripurna', 'disahkan', 'disahkan']",Positif
13518,"['wanita', 'indonesia', 'tersenyum', 'kabar', 'bahagia', 'disahkan']",Positif
13519,"['sikap', 'memperjuangkan', 'dianggap', 'kekonsistenannya', 'memperjuangkan', 'perlindungan', 'perempuan', 'disahkan']",Positif
13520,"['perjuangan', 'berliku', 'berhasil', 'mendorong', 'disahkannya', 'disahkan']",Positif
13521,"['video', 'momenmomen', 'disahkannya', 'terdengar', 'menahan', 'isak', 'tangis', 'meneteskan', 'air', 'terharu', 'semangat', 'bu', 'memperjuangkan', 'kaum', 'perempuan', 'disahkan']",Negatif
13522,"['disahkan', 'resmi', 'sahkan', 'teman-teman', 'disahkan']",Positif
13523,"['kekosongan', 'hukum', 'perihal', 'pengaturan', 'lgbt', 'indonesia', 'hukum', 'positif', 'indonesia', 'eksplisitnormatif', 'melarang', 'perilaku', 'lgbt', 'disahkan']",Positif
13524,"['perjalanan', 'pengesahan', 'kerap', 'menemui', 'likaliku', 'disahkan']",Positif
13525,"['prioritas', 'disahkan']",Positif
13526,"['perjalanan', 'penuh', 'likaliku', 'regulasi', 'batal', 'sahkan', 'sulit', 'capai', 'kesepakatan', 'disahkan']",Negatif
13527,"['memperjuangkan', 'perempuan', 'bersyukur', 'disahkan']",Positif
13528,"['harapan', 'perempuan', 'dipenuhi', 'disahkan']",Positif
13529,"['sahnya', 'disambut', 'hangat', 'masyarakat', 'indonesia', 'kalangan', 'perempuan', 'disahkan']",Positif
13530,"['kaum', 'perempuan', 'mengharap', 'mengesahkan', 'memenuhi', 'harapan', 'disahkan']",Netral
13531,"['meneteskan', 'air', 'disahkan']",Positif
13532,"['rapat', 'paripurna', 'dipimpin', 'menangis', 'mengesahkan', 'disahkan']",Netral
13533,"['perlindungan', 'perempuan', 'optimal', 'disahkan']",Positif
13534,"['akhirnyaa', 'yahhh', 'disahkan', 'disahkan']",Positif
13535,"['terima', 'kasih', 'pemerintah', 'menteri', 'pppa', 'menteri', 'sosial', 'menteri', 'negeri', 'menteri', 'hukum', 'ham', 'peran', 'samanya', 'pembahasan', 'disahkan']",Positif
13536,"['kagum', 'perjuangan', 'beliau', 'disahkan']",Positif
13537,"['dprd', 'memprioritaskan', 'menjabat', 'menko', 'pmk', 'disahkan']",Positif
13538,"['salut', 'banget', 'perjuangan', 'bu', 'disahkan']",Positif
13539,"['aktivis', 'perempuan', 'miliki', 'momentum', 'mensahkan', 'disahkan']",Positif
13540,"['dewan', 'mengambil', 'keputusan', 'perpanjangan', 'pembahasan', 'salah', 'satunya', 'pelindungan', 'data', 'pribadi', 'disahkan']",Netral
13541,"['dinilai', 'memiliki', 'momentum', 'mensahkan', 'disahkan']",Positif
13542,"['yeayy', 'berkat', 'perjuangan', 'ri', 'momen', 'bersejarah', 'disahkan', 'disahkan']",Positif
13543,"['pengesahan', 'undang', 'undang', 'bentuk', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini', 'disahkan']",Positif
13544,"['wahh', 'badan', 'legislasi', 'ri', 'menyetujui', 'tindak', 'pidana', 'kekerasan', 'seksual', 'rapat', 'pleno', 'pengambilan', 'keputusan', 'tingkat', 'disahkan']",Positif
13545,"['badan', 'legislasi', 'ri', 'menyetujui', 'tindak', 'pidana', 'kekerasan', 'seksual', 'rapat', 'pleno', 'pengambilan', 'keputusan', 'tingkat', 'disahkan']",Positif
13546,"['rapat', 'paripurna', 'tonggak', 'bersejarah', 'salah', 'perjuangan', 'masyarakat', 'disahkan']",Positif
13547,"['tujuan', 'memperjuangkan', 'prihatin', 'kondisi', 'wanita', 'indonesia', 'korban', 'pelecehan', 'seksual', 'disahkan']",Netral
13548,"['bu', 'dinilai', 'berhasil', 'penuhi', 'harapan', 'perempuan', 'disahkan']",Positif
13549,"['dipimpin', 'momen', 'bersejarah', 'disahkan', 'disahkan']",Positif
13550,"['menaruh', 'perhatian', 'serius', 'terkait', 'kekerasan', 'seksual', 'contoh', 'pemimpin', 'peduli', 'rakyat', 'disahkan']",Positif
13551,"['forum', 'terima', 'kasih', 'penghargaan', 'setinggitingginya', 'menteri', 'pppa', 'disahkan']",Positif
13552,"['dinilai', 'penuhi', 'harapan', 'kaum', 'perempuan', 'disahkan']",Positif
13553,"['dinilai', 'penuhi', 'harapan', 'kaum', 'perempuan', 'disahkan']",Positif
13554,"['pengesahan', 'undang', 'undang', 'bentuk', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini', 'disahkan']",Positif
13555,"['rapat', 'paripurna', 'tonggak', 'bersejarah', 'salah', 'perjuangan', 'masyarakat', 'disahkan']",Positif
13556,"['setuju', 'peserta', 'dilanjutkan', 'ketok', 'palu', 'sidang', 'disahkan']",Negatif
13557,"['rapat', 'paripurna', 'didahului', 'pelantikan', 'pengganti', 'antarwaktu', 'paw', 'anggota', 'anggota', 'mpr', 'sisa', 'jabatan', 'disahkan']",Negatif
13558,"['peduli', 'terkait', 'perempuan', 'memperjuangkan', 'disahkan']",Positif
13559,"['disahkan', 'bikin', 'seneng', 'beneran', 'bahagiaaaa', 'bgtbgtbgt']",Positif
13560,"['harapaan', 'kaum', 'perempuan', 'inj', 'terwujud', 'terjamin', 'perlindungannya', 'disahkan']",Positif
13561,"['nyangka', 'asli', 'disahkan']",Positif
13562,"['proses', 'disahkannya', 'undang', 'undang', 'sidang', 'dipimpin', 'disahkan']",Positif
13563,"['undang', 'undang', 'dianggap', 'sempurna', 'semoga', 'elemen', 'masyarakat', 'mengawal', 'undang', 'undang', 'implementasinya', 'bermanfaat', 'mitigasi', 'perlindungan', 'disahkan']",Positif
13564,"['disahkan', 'diharapkan', 'disahkan', 'beneran', 'sahabat']",Positif
13565,"['senang', 'mbak', 'terharu', 'hasil', 'disahkan']",Positif
13566,"['perjuangan', 'luarbiasa', 'keras', 'terbayarkan', 'disahkan']",Positif
13567,"['pengesahan', 'undang', 'undang', 'bentuk', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini', 'disahkan']",Positif
13568,"['mengesahkan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'rapat', 'paripurna', 'persidangan', 'iv', 'sidang', 'disahkan']",Positif
13569,"['berharap', 'implementasi', 'undang', 'undang', 'payung', 'hukum', 'keadilan', 'korban', 'kekerasan', 'seksual', 'disahkan']",Positif
13570,"['top', 'markotop', 'bu', 'bukti', 'kerjanya', 'bicara', 'disahkan']",Positif
13571,"['uuhuuyyy', 'disahkan', 'news', 'banget']",Positif
13572,"['memimpin', 'rapat', 'paripurna', 'pengambilan', 'keputusan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'disahkan']",Positif
13573,"['disahkan', 'bukti', 'perjuangan', 'korbankorban', 'kekerasan', 'seksual', 'disahkan']",Positif
13574,"['pengamat', 'konsisten', 'perjuangkan', 'disahkan']",Positif
13575,"['membela', 'hak', 'perempuan', 'disahkan']",Positif
13576,"['mendukung', 'sahkannya', 'semoga', 'disahkan', 'april', 'disahkan']",Positif
13577,"['pengesahan', 'hadiah', 'perempuan', 'indonesia', 'hadiah', 'rakyat', 'indonesia', 'kemajuan', 'bangsa', 'suara', 'bergetar', 'disahkan']",Positif
13578,"['persidangan', 'iv', 'sidang', 'gedung', 'kompleks', 'parlemen', 'senayan', 'jakarta', 'selasa', 'kinerja', 'bagus', 'disahkan']",Negatif
13579,"['lanjutkan', 'pokoknya', 'sekian', 'tunggu', 'disahkan']",Netral
13580,"['disahkan', 'kepolisian', 'menolak', 'laporan', 'korban', 'kekerasan', 'seksual', 'disahkan']",Negatif
13581,"['pengesahan', 'kartini', 'salah', 'hadiah', 'manis', 'perempuan', 'disahkan']",Positif
13582,"['disahkan', 'inisiatif', 'rapat', 'paripurna', 'januari', 'disahkan']",Positif
13583,"['terimakasih', 'berjuang', 'sah', 'kann', 'disahkan']",Positif
13584,"['fraksi', 'terkecuali', 'pks', 'menyetujui', 'pengesahan', 'diperjuangkan', 'disahkan']",Positif
13585,"['mempermudah', 'korban', 'kekerasan', 'seksual', 'keadilan', 'hukum', 'semangat', 'perjuangan', 'perempuan', 'indonesia', 'disahkan']",Positif
13586,"['rapat', 'paripurna', 'dipimpin', 'menangis', 'mengesahkan', 'disahkan']",Netral
13587,"['sisi', 'substansi', 'daftar', 'inventarisasi', 'dim', 'urgensinya', 'clear', 'disahkan']",Positif
13588,"['sikap', 'konsisten', 'pikir', 'didukung', 'diapresiasi', 'anisa', 'memandang', 'memenuhi', 'harapan', 'kaum', 'perempuan', 'berjuang', 'pengesahan', 'disahkan']",Positif
13589,"['mewujudkan', 'impian', 'wanita', 'disahkan']",Positif
13590,"['wujud', 'perjuangan', 'melindungi', 'perempuan', 'disahkan']",Positif
13591,"['perempuan', 'aman', 'perempuan', 'damai', 'perempuan', 'terlindungi', 'disahkan']",Positif
13592,"['bersyukur', 'perempuan', 'dilindungi', 'disahkan']",Positif
13593,"['figur', 'perempuan', 'indonesia', 'mendorong', 'aktor', 'utama', 'mengesahkan', 'disahkan']",Positif
13594,"['menjabat', 'menko', 'pmk', 'mendorong', 'menginsiasi', 'rancangan', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'rampung', 'disahkan', 'keren', 'tiada', 'hasil', 'mengkhianati', 'usaha', 'disahkan']",Netral
13595,"['undang', 'undang', 'berperan', 'berpihak', 'membela', 'korban', 'disahkan']",Positif
13596,"['pengesahan', 'undang', 'undang', 'bentuk', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini', 'disahkan']",Positif
13597,"['disahkan', 'bentuk', 'kepedulian', 'bu', 'perlindungan', 'perempuan']",Positif
13598,"['disahkan', 'puannnn', 'terbaik', 'semngat', 'bu']",Positif
13599,"['mantap', 'banget', 'asli', 'sekian', 'tunggu', 'disahkan']",Positif
13600,"['denger', 'kabar', 'disahkan', 'senwng', 'bgts', 'akutu']",Negatif
13601,"['disahkan', 'disahkan']",Positif
13602,"['rapat', 'paripurna', 'pengesahan', 'dihadiri', 'organisasi', 'terkait', 'perempuan', 'disahkan']",Positif
13603,"['peserta', 'hadir', 'menyambut', 'pengesahan', 'tepuk', 'tangan', 'disahkan']",Positif
13604,"['mendesak', 'disahkan', 'undang', 'undang', 'pelindung', 'perempuan', 'indonesia', 'pelaku', 'kekerasan', 'seksual', 'disahkan']",Positif
13605,"['mengetuk', 'palu', 'rapat', 'paripurna', 'disahkannya', 'undang', 'undang', 'forum', 'tepuk', 'tangan', 'meriah', 'disahkan']",Positif
13606,"['ribuan', 'ucapan', 'terimakasih', 'disahkan']",Positif
13607,"['menaruh', 'perhatian', 'serius', 'terkait', 'kekerasan', 'seksual', 'disahkan']",Negatif
13608,"['memprioritaskan', 'disahkan']",Positif
13609,"['finally', 'sah', 'guysss', 'pengesahan', 'mbak', 'mengusap', 'air', 'matanya', 'forum', 'ucapkan', 'terimakasih', 'disahkan']",Positif
13610,"['berkat', 'perjuangan', 'keteguhan', 'beliau', 'disahkan']",Positif
13611,"['jasamu', 'dikenang', 'perempuan', 'disahkan']",Positif
13612,"['memprioritaskan', 'disahkan']",Positif
13613,"['rapat', 'paripurna', 'tonggak', 'bersejarah', 'salah', 'perjuangan', 'masyarakat', 'disahkan']",Positif
13614,"['stabil', 'keren', 'emang', 'ngesahin', 'keren', 'disahkan']",Positif
13615,"['ri', 'memimpin', 'rapat', 'paripurna', 'pengambilan', 'keputusan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'disahkan']",Positif
13616,"['semoga', 'disahkan', 'april', 'disahkan']",Positif
13617,"['berkat', 'empati', 'kepedulian', 'bu', 'kaum', 'perempuan', 'disahkan']",Positif
13618,"['elemen', 'masyarakat', 'mengawal', 'undang', 'undang', 'implementasinya', 'disahkan']",Positif
13619,"['disahkan', 'salah', 'harapan', 'kaum', 'perempuan']",Negatif
13620,"['perempuan', 'indonesia', 'korban', 'tindakan', 'kekerasan', 'seksual', 'iba', 'nasib', 'perempuan', 'indonesia', 'disahkan']",Positif
13621,"['mengesahkan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'rapat', 'paripurna', 'disahkan']",Positif
13622,"['wasyukurillah', 'sah', 'disahkan']",Positif
13623,"['sikap', 'dinilai', 'bentuk', 'tindakan', 'memenuhi', 'harapan', 'kaum', 'perempuan', 'disahkan']",Positif
13624,"['dewan', 'mengambil', 'keputusan', 'perpanjangan', 'pembahasan', 'salah', 'satunya', 'pelindungan', 'data', 'pribadi', 'pdp', 'disahkan']",Netral
13625,"['ri', 'memimpin', 'rapat', 'paripurna', 'pengambilan', 'keputusan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'rapat', 'paripurna', 'tonggak', 'bersejarah', 'salah', 'perjuangan', 'masyarakat', 'disahkan']",Positif
13626,"['perjuangan', 'berkat', 'perjuangan', 'kerasnya', 'disahkan']",Positif
13627,"['peduli', 'cintai', 'masyarakat', 'disahkan']",Positif
